dataset,dataset_label,sample_id,variant,variant_label,started,run_dir,predicted_count,gt_count,gt_count_mode,gt_interval_low,gt_interval_high,absolute_error,relative_error,exact_match,inside_gt_interval,within_1,within_2,within_3,within_5_pct,within_10_pct,gt_value,normalized_absolute_error_pct,signed_error
grid_scan_paper,Grid Scan Paper,Tile_r036_c027,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T12:53:00.484413+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c027/20260626_125300,2,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c027,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T12:53:00.484413+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c027/20260626_125300,2,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c027,E6_sam3_deterministic,SAM3 mask,2026-06-26T12:53:00.484413+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c027/20260626_125300,0,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c027,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T12:53:00.484413+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c027/20260626_125300,1,1,point,1,1,0,0.0,True,True,True,True,True,True,True,1.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c031,E1_raw_vlm,VLM,2026-06-26T12:56:28.808251+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c031/20260626_125628,3,1,point,1,1,2,2.0,False,False,False,True,True,False,False,1.0,200.0,2
grid_scan_paper,Grid Scan Paper,Tile_r036_c031,E2_sam2_deterministic,SAM2 mask,2026-06-26T12:56:28.808251+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c031/20260626_125628,2,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c031,E3_imggen_deterministic,ImgGen mask,2026-06-26T12:56:28.808251+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c031/20260626_125628,2,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c031,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T12:56:28.808251+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c031/20260626_125628,4,1,point,1,1,3,3.0,False,False,False,False,True,False,False,1.0,300.0,3
grid_scan_paper,Grid Scan Paper,Tile_r036_c031,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T12:56:28.808251+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c031/20260626_125628,3,1,point,1,1,2,2.0,False,False,False,True,True,False,False,1.0,200.0,2
grid_scan_paper,Grid Scan Paper,Tile_r036_c031,E6_sam3_deterministic,SAM3 mask,2026-06-26T12:56:28.808251+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c031/20260626_125628,2,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c031,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T12:56:28.808251+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c031/20260626_125628,3,1,point,1,1,2,2.0,False,False,False,True,True,False,False,1.0,200.0,2
grid_scan_paper,Grid Scan Paper,Tile_r036_c040,E1_raw_vlm,VLM,2026-06-26T12:59:31.111463+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c040/20260626_125931,2,2,point,2,2,0,0.0,True,True,True,True,True,True,True,2.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c040,E2_sam2_deterministic,SAM2 mask,2026-06-26T12:59:31.111463+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c040/20260626_125931,2,2,point,2,2,0,0.0,True,True,True,True,True,True,True,2.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c040,E3_imggen_deterministic,ImgGen mask,2026-06-26T12:59:31.111463+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c040/20260626_125931,2,2,point,2,2,0,0.0,True,True,True,True,True,True,True,2.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c040,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T12:59:31.111463+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c040/20260626_125931,5,2,point,2,2,3,1.5,False,False,False,False,True,False,False,2.0,150.0,3
grid_scan_paper,Grid Scan Paper,Tile_r036_c040,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T12:59:31.111463+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c040/20260626_125931,3,2,point,2,2,1,0.5,False,False,True,True,True,False,False,2.0,50.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c040,E6_sam3_deterministic,SAM3 mask,2026-06-26T12:59:31.111463+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c040/20260626_125931,2,2,point,2,2,0,0.0,True,True,True,True,True,True,True,2.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c040,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T12:59:31.111463+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c040/20260626_125931,2,2,point,2,2,0,0.0,True,True,True,True,True,True,True,2.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c041,E1_raw_vlm,VLM,2026-06-26T13:02:43.057240+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c041/20260626_130243,2,4,point,4,4,2,0.5,False,False,False,True,True,False,False,4.0,50.0,-2
grid_scan_paper,Grid Scan Paper,Tile_r036_c041,E2_sam2_deterministic,SAM2 mask,2026-06-26T13:02:43.057240+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c041/20260626_130243,2,4,point,4,4,2,0.5,False,False,False,True,True,False,False,4.0,50.0,-2
grid_scan_paper,Grid Scan Paper,Tile_r036_c041,E3_imggen_deterministic,ImgGen mask,2026-06-26T13:02:43.057240+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c041/20260626_130243,2,4,point,4,4,2,0.5,False,False,False,True,True,False,False,4.0,50.0,-2
grid_scan_paper,Grid Scan Paper,Tile_r036_c041,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T13:02:43.057240+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c041/20260626_130243,5,4,point,4,4,1,0.25,False,False,True,True,True,False,False,4.0,25.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c041,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T13:02:43.057240+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c041/20260626_130243,3,4,point,4,4,1,0.25,False,False,True,True,True,False,False,4.0,25.0,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c041,E6_sam3_deterministic,SAM3 mask,2026-06-26T13:02:43.057240+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c041/20260626_130243,1,4,point,4,4,3,0.75,False,False,False,False,True,False,False,4.0,75.0,-3
grid_scan_paper,Grid Scan Paper,Tile_r036_c041,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T13:02:43.057240+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c041/20260626_130243,3,4,point,4,4,1,0.25,False,False,True,True,True,False,False,4.0,25.0,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c042,E1_raw_vlm,VLM,2026-06-26T13:07:02.996365+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c042/20260626_130702,1,1,point,1,1,0,0.0,True,True,True,True,True,True,True,1.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c042,E2_sam2_deterministic,SAM2 mask,2026-06-26T13:07:02.996365+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c042/20260626_130702,3,1,point,1,1,2,2.0,False,False,False,True,True,False,False,1.0,200.0,2
grid_scan_paper,Grid Scan Paper,Tile_r036_c042,E3_imggen_deterministic,ImgGen mask,2026-06-26T13:07:02.996365+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c042/20260626_130702,3,1,point,1,1,2,2.0,False,False,False,True,True,False,False,1.0,200.0,2
grid_scan_paper,Grid Scan Paper,Tile_r036_c042,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T13:07:02.996365+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c042/20260626_130702,3,1,point,1,1,2,2.0,False,False,False,True,True,False,False,1.0,200.0,2
grid_scan_paper,Grid Scan Paper,Tile_r036_c042,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T13:07:02.996365+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c042/20260626_130702,13,1,point,1,1,12,12.0,False,False,False,False,False,False,False,1.0,1200.0,12
grid_scan_paper,Grid Scan Paper,Tile_r036_c042,E6_sam3_deterministic,SAM3 mask,2026-06-26T13:07:02.996365+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c042/20260626_130702,0,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c042,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T13:07:02.996365+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c042/20260626_130702,1,1,point,1,1,0,0.0,True,True,True,True,True,True,True,1.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c044,E1_raw_vlm,VLM,2026-06-26T13:10:32.353606+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c044/20260626_131032,5,7,point,7,7,2,0.2857,False,False,False,True,True,False,False,7.0,28.57142857142857,-2
grid_scan_paper,Grid Scan Paper,Tile_r036_c044,E2_sam2_deterministic,SAM2 mask,2026-06-26T13:10:32.353606+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c044/20260626_131032,4,7,point,7,7,3,0.4286,False,False,False,False,True,False,False,7.0,42.857142857142854,-3
grid_scan_paper,Grid Scan Paper,Tile_r036_c044,E3_imggen_deterministic,ImgGen mask,2026-06-26T13:10:32.353606+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c044/20260626_131032,6,7,point,7,7,1,0.1429,False,False,True,True,True,False,False,7.0,14.285714285714285,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c044,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T13:10:32.353606+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c044/20260626_131032,6,7,point,7,7,1,0.1429,False,False,True,True,True,False,False,7.0,14.285714285714285,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c044,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T13:10:32.353606+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c044/20260626_131032,7,7,point,7,7,0,0.0,True,True,True,True,True,True,True,7.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c044,E6_sam3_deterministic,SAM3 mask,2026-06-26T13:10:32.353606+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c044/20260626_131032,0,7,point,7,7,7,1.0,False,False,False,False,False,False,False,7.0,100.0,-7
grid_scan_paper,Grid Scan Paper,Tile_r036_c044,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T13:10:32.353606+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c044/20260626_131032,1,7,point,7,7,6,0.8571,False,False,False,False,False,False,False,7.0,85.71428571428571,-6
grid_scan_paper,Grid Scan Paper,Tile_r036_c047,E1_raw_vlm,VLM,2026-06-26T13:14:43.803728+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c047/20260626_131443,2,2,point,2,2,0,0.0,True,True,True,True,True,True,True,2.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c047,E2_sam2_deterministic,SAM2 mask,2026-06-26T13:14:43.803728+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c047/20260626_131443,1,2,point,2,2,1,0.5,False,False,True,True,True,False,False,2.0,50.0,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c047,E3_imggen_deterministic,ImgGen mask,2026-06-26T13:14:43.803728+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c047/20260626_131443,1,2,point,2,2,1,0.5,False,False,True,True,True,False,False,2.0,50.0,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c047,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T13:14:43.803728+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c047/20260626_131443,4,2,point,2,2,2,1.0,False,False,False,True,True,False,False,2.0,100.0,2
grid_scan_paper,Grid Scan Paper,Tile_r036_c047,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T13:14:43.803728+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c047/20260626_131443,2,2,point,2,2,0,0.0,True,True,True,True,True,True,True,2.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c047,E6_sam3_deterministic,SAM3 mask,2026-06-26T13:14:43.803728+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c047/20260626_131443,0,2,point,2,2,2,1.0,False,False,False,True,True,False,False,2.0,100.0,-2
grid_scan_paper,Grid Scan Paper,Tile_r036_c047,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T13:14:43.803728+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c047/20260626_131443,1,2,point,2,2,1,0.5,False,False,True,True,True,False,False,2.0,50.0,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c048,E1_raw_vlm,VLM,2026-06-26T13:18:08.785170+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c048/20260626_131808,1,1,point,1,1,0,0.0,True,True,True,True,True,True,True,1.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c048,E2_sam2_deterministic,SAM2 mask,2026-06-26T13:18:08.785170+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c048/20260626_131808,2,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c048,E3_imggen_deterministic,ImgGen mask,2026-06-26T13:18:08.785170+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c048/20260626_131808,1,1,point,1,1,0,0.0,True,True,True,True,True,True,True,1.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c048,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T13:18:08.785170+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c048/20260626_131808,2,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c048,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T13:18:08.785170+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c048/20260626_131808,2,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c048,E6_sam3_deterministic,SAM3 mask,2026-06-26T13:18:08.785170+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c048/20260626_131808,0,1,point,1,1,1,1.0,False,False,True,True,True,False,False,1.0,100.0,-1
grid_scan_paper,Grid Scan Paper,Tile_r036_c048,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T13:18:08.785170+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c048/20260626_131808,1,1,point,1,1,0,0.0,True,True,True,True,True,True,True,1.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r036_c049,E1_raw_vlm,VLM,2026-06-26T13:21:28.620262+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c049/20260626_132128,6,5,point,5,5,1,0.2,False,False,True,True,True,False,False,5.0,20.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c049,E2_sam2_deterministic,SAM2 mask,2026-06-26T13:21:28.620262+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c049/20260626_132128,1,5,point,5,5,4,0.8,False,False,False,False,False,False,False,5.0,80.0,-4
grid_scan_paper,Grid Scan Paper,Tile_r036_c049,E3_imggen_deterministic,ImgGen mask,2026-06-26T13:21:28.620262+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c049/20260626_132128,6,5,point,5,5,1,0.2,False,False,True,True,True,False,False,5.0,20.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c049,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T13:21:28.620262+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c049/20260626_132128,12,5,point,5,5,7,1.4,False,False,False,False,False,False,False,5.0,140.0,7
grid_scan_paper,Grid Scan Paper,Tile_r036_c049,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T13:21:28.620262+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c049/20260626_132128,7,5,point,5,5,2,0.4,False,False,False,True,True,False,False,5.0,40.0,2
grid_scan_paper,Grid Scan Paper,Tile_r036_c049,E6_sam3_deterministic,SAM3 mask,2026-06-26T13:21:28.620262+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c049/20260626_132128,6,5,point,5,5,1,0.2,False,False,True,True,True,False,False,5.0,20.0,1
grid_scan_paper,Grid Scan Paper,Tile_r036_c049,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T13:21:28.620262+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r036_c049/20260626_132128,7,5,point,5,5,2,0.4,False,False,False,True,True,False,False,5.0,40.0,2
grid_scan_paper,Grid Scan Paper,Tile_r037_c026,E1_raw_vlm,VLM,2026-06-26T13:25:47.160253+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c026/20260626_132547,2,3,point,3,3,1,0.3333,False,False,True,True,True,False,False,3.0,33.33333333333333,-1
grid_scan_paper,Grid Scan Paper,Tile_r037_c026,E2_sam2_deterministic,SAM2 mask,2026-06-26T13:25:47.160253+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c026/20260626_132547,1,3,point,3,3,2,0.6667,False,False,False,True,True,False,False,3.0,66.66666666666666,-2
grid_scan_paper,Grid Scan Paper,Tile_r037_c026,E3_imggen_deterministic,ImgGen mask,2026-06-26T13:25:47.160253+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c026/20260626_132547,2,3,point,3,3,1,0.3333,False,False,True,True,True,False,False,3.0,33.33333333333333,-1
grid_scan_paper,Grid Scan Paper,Tile_r037_c026,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T13:25:47.160253+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c026/20260626_132547,5,3,point,3,3,2,0.6667,False,False,False,True,True,False,False,3.0,66.66666666666666,2
grid_scan_paper,Grid Scan Paper,Tile_r037_c026,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T13:25:47.160253+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c026/20260626_132547,2,3,point,3,3,1,0.3333,False,False,True,True,True,False,False,3.0,33.33333333333333,-1
grid_scan_paper,Grid Scan Paper,Tile_r037_c026,E6_sam3_deterministic,SAM3 mask,2026-06-26T13:25:47.160253+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c026/20260626_132547,1,3,point,3,3,2,0.6667,False,False,False,True,True,False,False,3.0,66.66666666666666,-2
grid_scan_paper,Grid Scan Paper,Tile_r037_c026,E7_sam3_overlay_vlm,SAM3 overlay,2026-06-26T13:25:47.160253+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c026/20260626_132547,1,3,point,3,3,2,0.6667,False,False,False,True,True,False,False,3.0,66.66666666666666,-2
grid_scan_paper,Grid Scan Paper,Tile_r037_c028,E1_raw_vlm,VLM,2026-06-26T13:29:22.266417+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c028/20260626_132922,3,3,point,3,3,0,0.0,True,True,True,True,True,True,True,3.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r037_c028,E2_sam2_deterministic,SAM2 mask,2026-06-26T13:29:22.266417+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c028/20260626_132922,1,3,point,3,3,2,0.6667,False,False,False,True,True,False,False,3.0,66.66666666666666,-2
grid_scan_paper,Grid Scan Paper,Tile_r037_c028,E3_imggen_deterministic,ImgGen mask,2026-06-26T13:29:22.266417+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c028/20260626_132922,3,3,point,3,3,0,0.0,True,True,True,True,True,True,True,3.0,0.0,0
grid_scan_paper,Grid Scan Paper,Tile_r037_c028,E4_sam2_overlay_vlm,SAM2 overlay,2026-06-26T13:29:22.266417+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c028/20260626_132922,6,3,point,3,3,3,1.0,False,False,False,False,True,False,False,3.0,100.0,3
grid_scan_paper,Grid Scan Paper,Tile_r037_c028,E5_imggen_overlay_vlm,ImgGen overlay,2026-06-26T13:29:22.266417+00:00,/home/nielsbroekhuizen/projects/my-vscode-project/outputs/case_study_2/runs/Tile_r037_c028/20260626_132922,4,3,point,3,3,1,0.3333,False,False,True,True,True,False,False,3.0,33.33333333333333,1
